Potential_V,local_field_h,b_value,phi_local_avg,Ising_state
0.0012328205630183,-0.31220974056881534,-0.2672942979868724,0.7398106941306418,0
0.0021500273725252855,-0.3498772180612327,-0.2672942979868724,0.7191489483965648,0
0.0030672341820322706,-0.38485816383302773,-0.2672942979868724,0.7038944090277456,0
0.003984440991539257,-0.417292616348849,-0.2672942979868724,0.6909903733444517,0
0.004901647801046242,-0.447320614073345,-0.2672942979868724,0.6800024173142837,0
0.005818854610553227,-0.47508219547116415,-0.2672942979868724,0.6704255356141534,0
0.006736061420060213,-0.500717399006955,-0.2672942979868724,0.6619439931246224,0
0.007653268229567198,-0.524366263145366,-0.2672942979868724,0.6544262807718586,0
0.008570475039074182,-0.5461688263510457,-0.2672942979868724,0.6471755060273162,0
0.009487681848581168,-0.5662651270886425,-0.2672942979868724,0.6404322682527096,0
0.010404888658088153,-0.584795203822805,-0.2672942979868724,0.6343927183385568,0
0.011322095467595139,-0.6018990950181817,-0.2672942979868724,0.6284376266308672,0
0.012239302277102125,-0.6177168391394211,-0.2672942979868724,0.6230122084454751,0
0.013156509086609109,-0.6323884746511714,-0.2672942979868724,0.6179553378704582,0
0.014073715896116095,-0.6460540400180815,-0.2672942979868724,0.6126000345250017,0
0.01499092270562308,-0.658853573704784,-0.2672942979868724,0.6078288723879889,0
0.015908129515130067,-0.6703387238058311,-0.2672942979868724,0.6032907724823443,0
0.016825336324637053,-0.6820505844495544,-0.2672942979868724,0.5986008263549781,0
0.01774254313414404,-0.6937229423718715,-0.2672942979868724,0.5940367299105273,0
0.01865974994365102,-0.705409001477924,-0.2672942979868724,0.5896644213746286,0
0.019576956753158008,-0.7170710536232939,-0.2672942979868724,0.5852973874362394,0
0.020494163562664994,-0.7286159723564036,-0.2672942979868724,0.5808508834577649,0
0.02141137037217198,-0.74012847018038,-0.2672942979868724,0.5764086342092507,0
0.022328577181678966,-0.7516137750413742,-0.2672942979868724,0.5723282949336924,0
0.023245783991185952,-0.7631690847265393,-0.2672942979868724,0.5681729404748248,0
0.024162990800692934,-0.7748256933010529,-0.2672942979868724,0.5642539294406007,0
0.02508019761019992,-0.7865958028010502,-0.2672942979868724,0.5596346175801851,0
0.025997404419706906,-0.798485957507156,-0.2672942979868724,0.5552572427291809,0
0.026914611229213892,-0.8105273642622863,-0.2672942979868724,0.5507740371430915,0
0.02783181803872088,-0.8227802070047151,-0.2672942979868724,0.5464942121448285,0
0.02874902484822786,-0.8352824640506327,-0.2672942979868724,0.5420350461790189,0
0.029666231657734847,-0.848056313356761,-0.2672942979868724,0.5372448124294055,0
0.030583438467241833,-0.8610371896478174,-0.2672942979868724,0.5323205773129437,0
0.03150064527674882,-0.8743300657245041,-0.2672942979868724,0.5273342001634732,0
0.032417852086255805,-0.8880443041984423,-0.2672942979868724,0.5226901346529189,0
0.03333505889576279,-0.9021458175504355,-0.2672942979868724,0.5178042635514164,0
0.03425226570526978,-0.9166995328190728,-0.2672942979868724,0.5119748698586452,0
0.03516947251477676,-0.9316808429816417,-0.2672942979868724,0.506433316022991,0
0.03608667932428374,-0.9470259076341794,-0.2672942979868724,0.5007467138663512,0
0.03700388613379073,-0.9627619003065926,-0.2672942979868724,0.4950374495441134,0
0.037921092943297714,-0.9790707082385568,-0.2672942979868724,0.48910721475361046,0
0.0388382997528047,-0.9959576307338176,-0.2672942979868724,0.48314664763777637,0
0.039755506562311686,-1.0134093727960927,-0.2672942979868724,0.47650492513683246,0
0.04067271337181867,-1.0314262811713975,-0.2672942979868724,0.4698056558230946,0
0.04158992018132566,-1.0560010367642578,-0.2672942979868724,0.4632955013473652,0
0.042507126990832644,-1.0844380873878976,-0.2672942979868724,0.45610407735477443,0
0.04342433380033963,-1.114624872126076,-0.2672942979868724,0.4489815960787431,0
0.044341540609846616,-1.144880683588041,-0.2672942979868724,0.44097882227845847,0
0.0452587474193536,-1.1731655785361548,-0.2672942979868724,0.43290976593326636,0
0.04617595422886058,-1.198374232353315,-0.2672942979868724,0.42519712999781784,0
0.04709316103836757,-1.2191208887586469,-0.2672942979868724,0.4169180577234406,0
0.048010367847874554,-1.2347517835139579,-0.2672942979868724,0.4086485161663489,0
0.04892757465738154,-1.245225010064946,-0.2672942979868724,0.3995769950379857,0
0.049844781466888526,-1.2502115896611945,-0.2672942979868724,0.3892477011044311,0
0.05076198827639551,-1.24948709822243,-0.2672942979868724,0.37863061949760696,0
0.0516791950859025,-1.2429828728757164,-0.2672942979868724,0.3686871185167087,0
0.052596401895409484,-1.2308129979346298,-0.2672942979868724,0.3586481908104313,0
0.05351360870491647,-1.2128551371208804,-0.2672942979868724,0.3472587907536479,0
0.054430815514423456,-1.1910982056350121,-0.2672942979868724,0.3353260076075673,0
0.055348022323930435,-1.1658366669297315,-0.16371392685204317,0.3221695912407813,0
0.05626522913343742,-1.1379375841464203,-0.0697303167778481,0.30831014213032426,0
0.05718243594294441,-1.1095421629995275,0.015151293162946,0.29510111959592017,0
0.05809964275245139,-1.0873668790262583,0.09142566389757217,0.28343491667954585,0
0.05901684956195838,-1.069451522813596,0.15958755635326377,0.2680949796330976,0
0.059934056371465365,-1.0541052603197794,0.22013173145725384,0.2535692670757908,0
0.06085126318097235,-1.040280931526939,0.27355295013677555,0.23591433454858537,0
0.06176846999047934,-1.0275281925086617,0.32034597331906195,0.2177465736661104,0
0.06268567679998632,-1.0160218098902212,0.36100556193134653,0.2014162042348644,0
0.0636028836094933,-1.0061138969170098,0.39602647690086207,0.18468738930633108,0
0.06452009041900028,-0.9963285320011562,0.425903479154842,0.16631013423110053,0
0.06543729722850727,-0.9868027108804488,0.45113132962051933,0.14581479099019143,0
0.06635450403801425,-0.9780889257542552,0.4722047892251274,0.12260447105021162,0
0.06727171084752125,-0.9704406257237033,0.48961861889589914,0.092800673001675,0
0.06818891765702823,-0.9650249058384732,0.5038675795600556,0.07113696328782058,0
0.06910612446653522,-0.9622674851043603,0.5108679861541885,0.047929975322365564,0
0.0700233312760422,-0.9548361164993184,0.5215479527701433,0.021237268400139637,0
0.07094053808554918,-0.9417258511257727,0.5335747461486479,0.0022215999557075247,0
0.07185774489505617,-0.9227200920933267,0.5454088184110728,0.03647616070279317,0
0.07277495170456315,-0.8978067805711126,0.5562945698019645,0.06507779722932858,0
0.07369215851407014,-0.8665545832982031,0.5668295935223073,0.08751609280517225,0
0.07460936532357712,-0.8291396772742887,0.5766724312477377,0.1069424615397954,0
0.07552657213308411,-0.7856873479632552,0.5861740578481508,0.12526321749674615,0
0.07644377894259109,-0.7368114446409728,0.5952941931982361,0.1473719903576107,0
0.07736098575209809,-0.6834706498899081,0.6037778363433223,0.17436648239552524,0
0.07827819256160506,-0.625956902200176,0.6116819805951411,0.18976859041870764,0
0.07919539937111206,-0.5651225604039019,0.6190855736517268,0.20346604626665724,0
0.08011260618061904,-0.5023585787825051,0.626054769834647,0.2188952177745638,0
0.08102981299012602,-0.439314100324874,0.6326515783494039,0.23242102226596506,0
0.08194701979963301,-0.3786955930908855,0.639135492049903,0.2487987101766683,0
0.08286422660913999,-0.3214724028286141,0.6451334920140064,0.2625280704579079,0
0.08378143341864698,-0.26896671608774225,0.6508420999980021,0.2755613607954079,0
0.08469864022815396,-0.22365910092802538,0.6562081290992823,0.28430819301793003,0
0.08561584703766095,-0.1864835956392969,0.6610869717215347,0.29478235258167945,0
0.08653305384716793,-0.15067018356996928,0.6657902425777424,0.30967854754533214,0
0.08745026065667492,-0.11662635374054968,0.6702637406539323,0.3192425173683244,0
0.0883674674661819,-0.08409852890254813,0.674557132115237,0.33051842740765447,0
0.0892846742756889,-0.05320603708297376,0.6786297332478636,0.3374852999484963,0
0.09020188108519588,-0.02481629925334437,0.6823326201224815,0.3442661024503753,0
0.09111908789470285,0.0018394525032933366,0.6857767044761266,0.35575695455376755,1
0.09203629470420985,0.028490728415728736,0.6892445138429495,0.36417330025841116,1
0.09295350151371683,0.05382729870809118,0.6925369793726105,0.3705761418533298,1
0.09387070832322382,0.07800365971185472,0.6956793646379741,0.3767266024259956,1
0.0947879151327308,0.10059019699045056,0.6985892633849792,0.3822645834670719,1
0.09570512194223779,0.12208298441853169,0.7013701143694202,0.3889201160445832,1
0.09662232875174477,0.1425182872566143,0.7040010202777854,0.39841840174886806,1
0.09753953556125176,0.16270589984529718,0.7066252669371426,0.40044416029141244,1
0.09845674237075874,0.18223531070262677,0.7091760986826656,0.4050166820760029,1
0.09937394918026572,0.19969300064367623,0.7113744501951431,0.41197225965052714,1
0.10029115598977272,0.2160838059200632,0.7134121286673516,0.41812501990881445,1
0.1012083627992797,0.23223404327020947,0.7154434170686441,0.42604100144163093,1
0.10212556960878669,0.2476538744400064,0.7173932422337457,0.4285509607173384,1
0.10304277641829367,0.26293451743237695,0.7193455875021244,0.42913612177610877,1
