J_A_g^-1,time_abs_s,time_rel_s,V_exp_V,V_fit_V,Residual_mV
2,1.0574643199798004,0.4409999699564935,0.250857055187225,0.2533318692963472,-2.474814109122203
2,1.0584643200272978,0.44199997000399094,0.250834792852402,0.25330710364753134,-2.472310795129329
2,1.0594643199582947,0.4429999699349878,0.250776529312134,0.2532823380016006,-2.505808689466593
2,1.0604643200058064,0.44399996998249947,0.250732779502869,0.25325757235278434,-2.5247928499153582
2,1.0614643200533038,0.4449999700299969,0.250717282295227,0.2532328067039684,-2.515524408741421
2,1.0624643199844002,0.44599996996109326,0.250659793615341,0.25320804105803524,-2.548247442694218
2,1.0634643200318976,0.4469999700085907,0.250616073608398,0.25318327540921937,-2.5672018008213726
2,1.0644643199630082,0.44799996993970126,0.250566035509109,0.25315850976328585,-2.5924742541768575
2,1.0654641699511984,0.4489998199278915,0.250518888235092,0.25313374783078585,-2.6148595956938525
2,1.066464169998696,0.4499998199753892,0.250498563051224,0.2531089821819699,-2.6104191307459446
2,1.067464170046108,0.45099982002280115,0.250449657440186,0.2530842165331561,-2.6345590929701124
2,1.0684641699772044,0.4519998199538975,0.250405758619308,0.253059450887223,-2.6536922679149533
2,1.0694641700247018,0.45299982000139494,0.250359743833542,0.25303468523840705,-2.674941404865072
2,1.0704641699557982,0.4539998199324913,0.25032052397728,0.2530099195924739,-2.689395615193879
2,1.0714641700032956,0.45499981997998873,0.25028532743454,0.25298515394365795,-2.6998265091179308
2,1.0724641700508073,0.4559998200275004,0.250245600938797,0.2529603882948417,-2.71478735604469
2,1.0734641699819036,0.45699981995859673,0.250204622745514,0.2529356226489085,-2.730999903394482
2,1.074464170029401,0.4579998200060942,0.250155866146088,0.25291085700009264,-2.7549908540046575
2,1.0754641699604974,0.4589998199371905,0.2501300573349,0.25288609135415946,-2.7560340192594457
2,1.0764645000454038,0.46000015002209693,0.250088542699814,0.25286131753175334,-2.7727748319393286
2,1.0774644999765002,0.4610001499531933,0.250038832426071,0.2528365518858202,-2.797719459749215
2,1.0784645000239976,0.4620001500006907,0.250007838010788,0.2528117862370043,-2.8039482262162685
2,1.0794644999551082,0.4630001499318013,0.249948605895042,0.2527870205910708,-2.8384146960287735
2,1.0804645000026056,0.4640001499792987,0.249906629323959,0.25276225494225485,-2.8556256182958597
2,1.081464500050103,0.4650001500267962,0.249876290559769,0.2527374892934389,-2.861198733669912
2,1.0824644999811,0.46600014995779304,0.249850615859032,0.25271272364750824,-2.8621077884762314
2,1.0834645000285974,0.4670001500052905,0.249800100922585,0.2526879579986923,-2.8878570761073084
2,1.084464499959708,0.46800014993640104,0.24978169798851,0.2526631923527588,-2.88149436424881
2,1.0854645000072054,0.4690001499838985,0.249727308750153,0.2526384267039429,-2.911117953789871
2,1.0864641499938017,0.4699997999704948,0.249690979719162,0.2526136697246119,-2.922690005449924
2,1.0874641500412991,0.47099980001799224,0.249627381563187,0.252588904075796,-2.961522512608977
2,1.0884641499723964,0.47199979994908947,0.24959671497345,0.2525641384298628,-2.967423456412793
2,1.0894641500199072,0.47299979999660025,0.249570414423943,0.25253937278104654,-2.968958357103535
2,1.0904641499510044,0.4739997999276975,0.249516978859901,0.25251460713511337,-2.997628275212355
2,1.091464149998501,0.47499979997519404,0.24949049949646,0.2524898414862975,-2.9993419898375064
2,1.0924641500459984,0.4759998000226915,0.249439001083374,0.25246507583748157,-3.0260747541075714
2,1.0934641499770947,0.47699979995378783,0.249403983354568,0.2524403101915484,-3.03632683698038
2,1.0944641500246064,0.4779998000012995,0.249384611845016,0.25241554454273213,-3.0309326977161213
2,1.0954641499557027,0.47899979993239583,0.249331504106522,0.25239077889679895,-3.0592747902769557
2,1.0964641600149037,0.47999980999159675,0.24930277466774,0.2523660130000367,-3.0632383322966863
2,1.097464159946,0.4809998099226931,0.249239504337311,0.25234124735410357,-3.1017430167925575
2,1.0984641599934974,0.48199980997019054,0.249212056398392,0.25231648170528764,-3.104425306895642
2,1.099464160040995,0.482999810017688,0.249191388487816,0.2522917160564717,-3.10032756865572
2,1.100464159972006,0.48399980994869907,0.249139577150345,0.25226695041054065,-3.127373260195659
2,1.1014641600195043,0.4849998099961974,0.249101966619492,0.2522421847617247,-3.140218142232726
2,1.1024641599505998,0.48599980992729286,0.249079540371895,0.2522174191157916,-3.137878743896594
2,1.1034641599980972,0.4869998099747903,0.24903304874897,0.25219265346697567,-3.1596047180056654
2,1.104464160045595,0.487999810022288,0.248996883630753,0.25216788781815974,-3.171004187406734
2,1.1054641599767052,0.4889998099533983,0.248954758048058,0.25214312217222623,-3.1883641241682303
2,1.1064643400023044,0.4899999899789975,0.248931348323822,0.2521183520661361,-3.1870037423140927
2,1.107464340049802,0.4909999900264952,0.24886791408062,0.25209358641732016,-3.2256723367001525
2,1.1084643399808982,0.4919999899575913,0.248843550682068,0.252068820771387,-3.225270089318971
2,1.1094643400283957,0.49299999000508876,0.248798817396164,0.2520440551225711,-3.245237726407113
2,1.1104643399594067,0.49399998993609984,0.248767033219337,0.25201928947664004,-3.252256257303049
2,1.1114643400069042,0.4949999899835973,0.248732164502144,0.2519945238278241,-3.262359325680114
2,1.1124643400544016,0.49599999003109474,0.248690515756607,0.2519697581790082,-3.279242422401185
2,1.113464339985498,0.4969999899621911,0.248661950230598,0.251944992533075,-3.2830423024770017
2,1.1144643400329963,0.4979999900096894,0.2486312687397,0.2519202268842591,-3.288958144559068
2,1.115464339964106,0.4989999899407991,0.248597219586372,0.2518954612383256,-3.2982416519536373
2,1.1164643400116043,0.4999999899882974,0.248556226491928,0.25187069558950964,-3.3144690975816515
2,1.1174641100223963,0.5009997599990894,0.24851667881012,0.25184593563770175,-3.329256827581756
2,1.118464109953507,0.5019997599302002,0.248481154441833,0.25182116999176823,-3.340015549935238
2,1.1194641100010043,0.5029997599776974,0.248456463217735,0.2517964043429523,-3.339941125217294
2,1.120464110048502,0.5039997600251951,0.248397707939148,0.2517716386941364,-3.3739307549883746
2,1.1214641099795983,0.5049997599562914,0.248356550931931,0.2517468730482032,-3.3903221162721877
2,1.1224641100270958,0.5059997600037889,0.248343795537949,0.25172210739938733,-3.3783118614383323
2,1.1234641099581069,0.5069997599348,0.24830473959446,0.25169734175345626,-3.3926021589962554
2,1.1244641100056043,0.5079997599822974,0.248259693384171,0.25167257610464033,-3.4128827204693293
2,1.1254641100531018,0.5089997600297949,0.248209983110428,0.2516478104558244,-3.4378273453964105
2,1.126464109984198,0.5099997599608912,0.24818366765976,0.2516230448098913,-3.43937715013129
2,1.127464379998898,0.511000029975591,0.248151063919067,0.25159827247516275,-3.44720855609576
2,1.1284643800463954,0.5120000300230885,0.24811215698719,0.2515735068263468,-3.4613498391568296
2,1.1294643799774065,0.5130000299540995,0.248080849647522,0.25154874118041576,-3.4678915328937574
2,1.130464380024904,0.514000030001597,0.24804225564003,0.25152397553159983,-3.48171989156984
2,1.1314643799560002,0.5150000299326933,0.248015478253365,0.2514992098856667,-3.483731632301701
2,1.1324643800034977,0.5160000299801908,0.247966066002846,0.2514744442368508,-3.508378234004794
2,1.1334643800509951,0.5170000300276882,0.247940734028816,0.25144967858803485,-3.5089445592188517
2,1.1344643799821057,0.5180000299587988,0.247893929481506,0.25142491294210134,-3.5309834605953547
2,1.1354643800296031,0.5190000300062962,0.247855991125107,0.2514001472932854,-3.544156168178408
2,1.1364643799607004,0.5200000299373935,0.247821778059006,0.25137538164735224,-3.553603588346249
2,1.1374644599854946,0.5210001099621877,0.247793197631836,0.25135061401784675,-3.557416386010759
2,1.1384644600330065,0.5220001100096996,0.247767046093941,0.2513258483690305,-3.5588022750894788
2,1.1394644599641026,0.5230001099407957,0.247719749808311,0.2513010827230973,-3.581332914786323
2,1.1404644600116,0.5240001099882932,0.24770699441433,0.25127631707428144,-3.5693226599514407
2,1.1414644599426964,0.5250001099193895,0.247673586010933,0.25125155142834826,-3.5779654174152578
2,1.1424644599901086,0.5260001099668017,0.247647598385811,0.25122678577953445,-3.579187393723454
2,1.143464460037606,0.5270001100142991,0.247585445642471,0.2512020201307185,-3.616574488247509
2,1.1444644599687024,0.5280001099453955,0.247568011283875,0.2511772544847854,-3.6092432009103836
2,1.1454644600161998,0.5290001099928929,0.247527182102203,0.25115248883596947,-3.6253067337664593
2,1.1464644599472962,0.5300001099239893,0.247485369443893,0.2511277231900363,-3.642353746143301
2,1.1474643000401985,0.5309999500168916,0.247467771172523,0.25110296150259953,-3.635190330076532
2,1.1484642999711951,0.5319999499478882,0.247423231601715,0.2510781958566688,-3.654964254953791
2,1.1494643000187068,0.5329999499953999,0.247399166226387,0.25105343020785253,-3.6542639814655384
2,1.1504642999498031,0.5339999499264962,0.247373506426811,0.2510286645619194,-3.655158135108416
2,1.1514642999973006,0.5349999499739937,0.247325092554092,0.2510038989131035,-3.678806359011494
2,1.152464300044798,0.5359999500214911,0.247295871376991,0.25097913326428756,-3.683261887296563
2,1.1534642999759086,0.5369999499526017,0.247262135148048,0.25095436761835405,-3.692232470306034
2,1.154464300023406,0.5379999500000991,0.247226297855377,0.2509296019695381,-3.7033041141611154
2,1.1554642999545024,0.5389999499311955,0.247197091579437,0.25090483632360494,-3.7077447441679343
2,1.1564643000019998,0.5399999499786929,0.2471604347229,0.25088007067478907,-3.7196359518890665
2,1.1574643000494973,0.5409999500261904,0.247111365199089,0.25085530502597314,-3.743939826884146
2,1.1584637099877,0.5419993599643931,0.247090384364128,0.2508305539915961,-3.740169627468093
2,1.1594637100351974,0.5429993600118905,0.247055694460869,0.25080578834278017,-3.750093881911165
2,1.160463709966308,0.5439993599430011,0.24703049659729,0.25078102269684666,-3.7505260995566445
2,1.1614637100138054,0.5449993599904985,0.247012749314308,0.25075625704803073,-3.7435077337227285
2,1.1624637099449018,0.5459993599215949,0.246966257691383,0.25073149140209755,-3.7652337107145497
2,1.1634637099923992,0.5469993599690923,0.246914923191071,0.2507067257532816,-3.791802562210622
2,1.164463710039897,0.54799936001659,0.246901854872704,0.25068196010446575,-3.7801052317617545
2,1.1654637099709078,0.5489993599476009,0.246857464313507,0.2506571944585347,-3.7997301450276852
2,1.1664637100184052,0.5499993599950983,0.246808394789696,0.25063242880971875,-3.824034020022765
2,1.1674637099495015,0.5509993599261946,0.246784493327141,0.2506076631637856,-3.823169836644574
2,1.1684643400367063,0.5519999900133994,0.246756583452225,0.2505828819116283,-3.826298459403299
2,1.1694643399678029,0.552999989944496,0.246735423803329,0.25055811626569513,-3.822692462366134
2,1.1704643400153003,0.5539999899919934,0.246706053614616,0.2505333506168792,-3.827297002263197
2,1.1714643399463966,0.5549999899230897,0.246648907661438,0.250508584970946,-3.859677309508036
2,1.1724643399939083,0.5559999899706014,0.246626794338226,0.25048381932212976,-3.8570249839037505
2,1.1734643400414058,0.5569999900180989,0.246595799922943,0.25045905367331384,-3.863253750370832
2,1.174464339972502,0.5579999899491952,0.246571257710457,0.2504342880273807,-3.8630303169237266
2,1.1754643400199996,0.5589999899966926,0.246534466743469,0.2504095223785648,-3.875055635095798
2,1.176464339951096,0.559999989927789,0.246494919061661,0.2503847567326316,-3.8898376709706195
2,1.177464339998508,0.5609999899752012,0.246452629566193,0.2503599910838178,-3.9073615176248024
2,1.1784641599515029,0.561999809928196,0.246444866061211,0.2503352298951589,-3.890363833947891
2,1.179464159999,0.562999809975693,0.246420502662659,0.250310464246343,-3.8899615836840153
2,1.1804641600464976,0.5639998100231907,0.246388703584671,0.2502856985975271,-3.8969950128560917
2,1.181464159977608,0.564999809954301,0.246336728334427,0.2502609329515936,-3.9242046171665823
2,1.1824641600251056,0.5659998100017987,0.246309444308281,0.25023616730277765,-3.9267229944966453
2,1.183464159956202,0.566999809932895,0.246280059218407,0.25021140165684447,-3.9313424384374573
2,1.1844641600036994,0.5679998099803925,0.246261358261108,0.25018663600802854,-3.92527774692053
2,1.1854641600511968,0.5689998100278899,0.246212601661682,0.2501618703592126,-3.9492686975306226
2,1.1864641599823074,0.5699998099590005,0.246168211102486,0.2501371047132791,-3.9688936107931116
2,1.1874641600298048,0.5709998100064979,0.246148362755775,0.25011233906446323,-3.963976308688222
2,1.1884641899959971,0.5719998399726902,0.246121391654015,0.25008757267469145,-3.966181020676446
2,1.1894641900434948,0.5729998400201879,0.246080562472343,0.2500628070258755,-3.9822445535325213
