J_A_g^-1,bootstrap_id,V0,Rs,Csp_F_g^-1,A,tau_s,effective_IR_drop_mV
1,60,0.2474341230936071,0.00988505523723597,89.07045983979106,0.003034647204114315,8.998232870948362,9.88505523723597
1,61,0.24742526115501395,0.009866955470463424,86.72713490526937,2.302009010761152e-13,4.801492581555237,9.866955470463424
1,62,0.24744407735137564,0.009863574824605882,86.51188843002208,2.885154255254821e-08,8.999956826425409,9.863574824605882
1,63,0.24742264040464473,0.009867218150788507,86.57847189349943,3.3095547148143513e-11,8.999999997637575,9.867218150788506
1,64,0.247418021097515,0.009881420372247094,86.73979611400824,3.976028138467773e-08,8.999999999847319,9.881420372247094
1,65,0.2474260819001689,0.009870307905385641,86.64770779105815,1.510910327751696e-08,8.999999999998947,9.87030790538564
1,66,0.24742989228879989,0.009864533430614855,86.5687153906573,5.314094580057978e-14,5.2113949110922135,9.864533430614854
1,67,0.2474204540183985,0.009871635209328659,86.71166756225004,8.8169233398686e-12,8.98940553416723,9.871635209328659
1,68,0.2474187391650102,0.009882745986940653,86.82399541825606,0.0001254180900637863,6.457032208144947,9.882745986940652
1,69,0.24741667132715756,0.009886821336299456,86.76214186934232,3.30674823141306e-07,8.999999999429045,9.886821336299455
1,70,0.247401560333529,0.009867721091520329,88.11081269580909,0.0016103221748592612,8.999999999988177,9.867721091520329
1,71,0.2474250125130947,0.009868483649853056,87.90939720602408,0.0016032881975040112,8.773660857918179,9.868483649853056
1,72,0.2474250655803659,0.009866981327710037,86.63796482131258,2.6483921757550934e-07,8.99999999954835,9.866981327710036
1,73,0.2474278805367487,0.009866702446206426,88.22169455113499,0.002086355402553638,8.999967523008312,9.866702446206427
1,74,0.24753488951716612,0.009860209158556607,86.74351941731551,0.00013466154455347743,0.051127937486985645,9.860209158556607
1,75,0.24745493946544891,0.009852672934461475,86.7935434223502,7.005376955515895e-05,0.3868958020174914,9.852672934461475
1,76,0.2474347696322763,0.009866830826316291,86.63748180334157,1.4262092736329095e-11,7.031273121312364,9.866830826316292
1,77,0.24742055333276897,0.009867017204899253,86.74949327222991,7.835170809775901e-05,8.999999999999103,9.867017204899252
1,78,0.24744765166871685,0.009869832133787629,87.23448515884019,0.0002913404697052766,2.310613556359968,9.869832133787629
1,79,0.2476020621069791,0.009864837060315589,86.69903103461444,0.00019089320405767918,0.021366484127668225,9.864837060315589
1,80,0.24743307188187708,0.009852031131936629,86.68165497854723,6.075564355880291e-05,0.8818386711844455,9.852031131936629
2,1,0.2555553275782118,0.009751374961692958,260.83487866812095,0.15583317599852645,8.99999992227834,19.502749923385917
2,2,0.25557825684000024,0.009732980372263233,290.0996533851584,0.16388642033114134,8.999936882011704,19.465960744526466
2,3,0.2555798751860477,0.009732631846127628,272.25496624299893,0.159361171271194,8.999999976028477,19.465263692255256
2,4,0.2555582366417769,0.009732914750906452,263.40726882634976,0.1567429907253591,8.999997271629477,19.465829501812905
2,5,0.25557994611032947,0.009743486736769327,159.58673672502155,0.07467852436356398,5.9337022000332444,19.486973473538654
2,6,0.25557563803398786,0.009732687243217368,269.3754753990117,0.15850756027470322,8.999999974218614,19.465374486434737
2,7,0.25559740373274564,0.009732402670273936,275.7787052073339,0.160458373683914,8.999995461719545,19.464805340547873
2,8,0.25556568551227227,0.009749472124186412,272.01213764870994,0.15905058268560543,8.999999976312408,19.498944248372823
2,9,0.2556143423719345,0.00973218121839217,280.9099187876145,0.16180476013351347,8.999999977470367,19.46436243678434
2,10,0.2555814175390068,0.009734328455672007,283.2355210713412,0.1616482110653561,8.959419959427805,19.468656911344016
2,11,0.2555101328841875,0.009733543739221745,254.73358592459658,0.1537490560028697,8.99999996183287,19.467087478443492
