time_s,raw_V,smoothed_V,dVdt_V_per_s,abs_d2Vdt2_V_per_s2,local_residual_V,stability_cost_ai,IR_drop_candidate,mask_qaoa_like
0.0,0.460150748491287,0.4490535184111289,-0.7567495938048168,305.5122687999936,0.006968059304313024,0.7664693972069359,1,0
0.0024146899820034484,0.449167311191559,0.4472262027480832,-1.494467008655306,295.8467134079457,0.006999056419574379,0.7482448767170403,1,0
0.003414689913000757,0.444629490375519,0.44542622361591255,-1.7863108879834328,132.25364180151064,0.007014611226021876,0.42734213910589447,1,0
0.004414689959986173,0.442411124706268,0.4436535810146169,-1.7589742523253165,27.336531913038016,0.0070302067280515294,0.2216750457937539,1,0
0.0054146900079956595,0.440379232168198,0.4419082749441962,-1.7316378215605255,27.336479221808304,0.007045847144220841,0.22205731878515816,1,0
0.006414689938992524,0.438504844903946,0.44019030540465054,-1.704301294455604,27.33653103846632,0.0070615351975926366,0.22244096165429733,1,0
0.007414689985978384,0.436700373888016,0.43849967239597987,-1.6769647600854682,27.336531891866002,0.007077273589302097,0.2228257351062085,1,0
0.00841468991700367,0.435003697872162,0.4368363759181842,-1.6496282312729704,27.33657812203421,0.007093071407345285,0.2232120505276769,1,0
0.00941468996498429,0.433415979146957,0.4352004159712636,-1.6222916044152953,27.794241151688084,0.007108929935592014,0.2244985710618138,1,0
0.010414690011998573,0.431868493556976,0.4335917925552179,-1.5940397463301679,27.786474839442235,0.007124856231760666,0.22487268433739882,1,0
0.011415859916979798,0.430388778448105,0.43201050567004723,-1.5666872353931183,26.862615931974688,0.0071569225732124675,0.22384226026579862,1,0
0.01241585996498884,0.428950875997543,0.43045655531575155,-1.5402820156631662,26.870829904643415,0.007173067827708676,0.22425311056299385,1,0
0.013415860012003122,0.427549302577972,0.42892994149233094,-1.512945573031402,27.336485970744434,0.0071892996715246,0.22556445555680993,1,0
0.014415859942999987,0.42619726061821,0.42743066419978526,-1.4856090443227856,27.336531821800236,0.007205623276520067,0.22596362465895753,1,0
0.015415859990980607,0.424888283014297,0.4259587234381146,-1.4582725099624838,27.336531459679236,0.007222042398042098,0.22636503818778064,1,0
0.01641585992197747,0.423600822687149,0.42451411920731896,-1.4309359819781093,27.336571377094174,0.007238563308737572,0.22676901936118776,1,0
0.017415859969986514,0.422324538230896,0.4230968515073983,-1.403599367782192,27.336531113587398,0.007238563308737572,0.2267689402870499,1,0
0.018415860017000796,0.421117603778839,0.42170692033835266,-1.3762629171533263,27.336489936149064,0.007255190211440547,0.2271753534867317,1,0
0.019415859947998104,0.419915378093719,0.420344325700182,-1.3489263885109892,27.32685066052011,0.00727192392530984,0.22756552814606335,1,0
0.02041585999597828,0.418752819299698,0.41900906759288636,-1.3216092164090298,27.327017890155503,0.007288771521393902,0.22797774614552063,1,0
0.021415830007982084,0.417606920003891,0.41770114601646574,-1.2942731714935576,27.346621387949767,0.007305737997273198,0.22843104170949127,1,0
0.022415829938978504,0.416477173566818,0.41642056097092006,-1.2669167950066935,27.346455712134002,0.00732282760302971,0.22884852255660987,1,0
0.023415829986987546,0.415365636348724,0.41516731245624944,-1.239580260645738,27.336531154411205,0.007340045759100402,0.22924998057579477,1,0
0.02441582991798441,0.414267539978027,0.4139414004724538,-1.2122437332717766,27.336565013257882,0.007357398600946597,0.22967428888101193,1,0
0.025415829964998693,0.413189083337784,0.4127428250195332,-1.1849071312203137,130.9408280207216,0.007374886496798495,0.4335718834553237,1,0
0.026415830012979313,0.412141025066376,0.41157158609747935,-0.9503620645913884,176.5293048501382,0.007392514458667491,0.523534782171056,1,0
0.0274158299440046,0.411103427410126,0.4108421008586369,-0.8318485116556076,4.389483968268962,0.007428220746957619,0.1863396113468772,1,0
0.02841582999099046,0.410057604312897,0.4099078890687194,-0.9591410609352238,74.40827410047785,0.00744630309582644,0.32429269764619983,1,0
0.029415829921987324,0.409069895744324,0.4089238187636672,-0.9806650704862818,6.9273640691108085,0.007464539710650034,0.19221171926648448,1,0
0.030415829969996366,0.40806844830513,0.40794655894913184,-0.9729957855120404,8.433904258535279,0.0074829386816270506,0.195620254921527,1,0
0.03141560999199555,0.407076388597488,0.4069780393074306,-0.9637994532731113,9.269722636142149,0.007501507391779612,0.1977156991794162,1,0
0.03241560992299242,0.406108200550079,0.4060191742937553,-0.9544583486225235,9.216789463603732,0.007520250372371056,0.19806997076838462,1,0
0.03341560997100146,0.405154526233673,0.4050691226312547,-0.9453658745684947,9.400799774376935,0.007539171382984286,0.19889393188545204,1,0
0.03441561001798732,0.404193639755249,0.4041284424548038,-0.9356567481813727,9.695872633555382,0.007558274562087215,0.19994046414847963,1,0
0.035415609948984184,0.403268396854401,0.4031978091543273,-0.9259741295117863,9.49855087863017,0.007577562137192381,0.20002448294848907,1,0
0.036415609996993226,0.402326822280884,0.40227649421631057,-0.9166596466666022,9.292598081767721,0.00759704340401241,0.2000962864785285,1,0
