time_s,raw_V,smoothed_V,dVdt_V_per_s,abs_d2Vdt2_V_per_s2,local_residual_V,curvature_norm,residual_norm,stability_cost_ai,IR_drop_candidate,mask_qaoa_like
0.0,0.459975332021713,0.45494603458338734,-0.2445399675155423,0.3181413956248472,0.0007697963507240684,0.24880910748959964,0.23631766415678238,0.24381253015647275,1,0
0.010403149994097305,0.455150574445724,0.45240204862177147,-0.24784964017355904,0.23278045796566538,0.0008336917029517917,0.18205076122921,0.25595066406640044,0.21161072236408618,1,0
0.02040393999779866,0.450772643089294,0.4498915372514841,-0.24935696927985518,0.09111718492258447,0.0009164174622253794,0.07125996987275099,0.28136964631964684,0.15530384045150933,1,0
0.030404790071800747,0.447340220212936,0.4474145004725253,-0.24602711798117127,0.3332191544501626,0.0011071213045251113,0.26060099113209123,0.3399668429559608,0.2923473318616391,1,0
0.040404150029701213,0.444332808256149,0.44497093828489503,-0.2426925169859402,0.3345088780051615,0.0012056905711522877,0.26160964701176964,0.3702540287263025,0.3050673996975828,1,0
0.05040397006089847,0.441582262516022,0.44256085068859324,-0.239337213776583,0.3352037527849223,0.001303863550075546,0.2621530886892744,0.4004194479489385,0.31745963239314,1,0
0.06040397007019571,0.439006090164185,0.44018423768362,-0.23598850237306834,0.334769089313669,0.001303863550075546,0.2618131508287447,0.4004194479489385,0.3172556696768222,1,0
0.07040388998579594,0.436539739370346,0.43784109926997533,-0.2326418587806316,0.33485597502023623,0.001400890797342633,0.2618811016531282,0.43023282044645605,0.32922178917045936,1,0
0.08040382002950253,0.434173941612244,0.43553143544765915,-0.2292914331108591,0.33494574212367745,0.001496412023198694,0.26195130593553956,0.4595834406905519,0.3410041598375445,1,0
0.09040400001690507,0.431896984577179,0.43325524621667155,-0.22594290713328036,0.33472028125465947,0.0016823584932980785,0.26177497944271017,0.516718848875547,0.3637525272158449,1,0
0.10040402004960214,0.429679900407791,0.4310125315770124,-0.222596960494581,0.3346582246393144,0.0016823584932980785,0.26172644673994755,0.516718848875547,0.3637234075941873,1,0
0.11040407000110264,0.427532017230988,0.42880329152868185,-0.21924971921586334,0.33475421052207643,0.0017727619680946692,0.2618015145516804,0.5444969477611263,0.3748796878354588,1,0
0.12040407001039988,0.425438076257706,0.4266275260716798,-0.21590185956272379,0.33441998171742426,0.0018615079574139908,0.2615401237693971,0.5717657543258896,0.3856303759919941,1,0
0.13040416000880128,0.423390209674835,0.4244852352060063,-0.21256128954701126,0.3345576217124506,0.0020343748802129835,0.2616477680701654,0.6248822355934583,0.4069415550794826,1,0
0.14040350005969593,0.421393096446991,0.4223764189316613,-0.2092108985651855,0.3352459480493728,0.0020343748802129835,0.26218608839794655,0.6248822355934583,0.40726454727615125,1,0
0.1504038900603053,0.419437110424042,0.4203010772486448,-0.20585646069721264,0.33493421241327503,0.0022015938993671007,0.26194228887902127,0.6762632965544894,0.42767069194920854,0,0
0.16040388005790085,0.417524009943008,0.4182592101569569,-0.20251208664533138,0.3347576433138393,0.002283278693933332,0.2618041992398695,0.7013624236180719,0.43762748899115045,0,0
0.17040398006800217,0.415641844272614,0.4162508176565975,-0.1991612776297842,0.3347428926971041,0.0023637727245441674,0.2617926632046927,0.7260956669700294,0.4475138647108274,0,0
0.18040430999830015,0.413805156946182,0.4142758997475666,-0.1958170850257872,0.3344478947918912,0.002443133508123931,0.26156195378604824,0.7504806997232049,0.45712945216091094,0,0
0.19040407007559956,0.411997050046921,0.4123344564298642,-0.19247228967630292,0.33460822223565323,0.002443133508123931,0.26168734129114385,0.7504806997232049,0.4572046846639683,0,0
0.20040414005060114,0.410219192504883,0.41042648770349044,-0.1891249773721846,0.33481541755932653,0.0025214500150986243,0.2618493828237304,0.7745448596463833,0.4669275735527916,0,0
0.210403870092696,0.408473074436188,0.4085519935684451,-0.18577604834130312,0.33481973521528907,0.0025987645983832825,0.2618527595388847,0.798301160436932,0.47643211989810363,0,0
0.22040411003400529,0.406760662794113,0.4067109740247284,-0.18242859280186607,0.3346634503055075,0.0027505870300582737,0.26173053358391535,0.8449513420765881,0.49501885698098447,0,0
0.2304038200527998,0.405067265033722,0.40490342907234017,-0.17908279600321464,0.3348294718565352,0.0027505870300582737,0.2618603742873346,0.8449513420765881,0.495096761403036,0,0
0.24040389002770013,0.40340381860733,0.4031293587112804,-0.17573207685648384,0.8628072893134426,0.0028251875947337005,0.6747767142685378,0.8678737116772774,0.7520155132320336,0,0
0.25040396000260046,0.401764154434204,0.40138876294154135,-0.16182652946723763,1.2786558861369013,0.0027694016446023688,1.0,0.8507324718890855,0.9402929887556342,0,0
0.26040396001190125,0.400160193443298,0.39989281508502666,-0.1501588539913108,0.5270581579757057,0.002706243815728738,0.4121969279971915,0.8313260893379982,0.5798485925335142,0,0
0.27040397003299965,0.398572772741318,0.3983855843442672,-0.15128537383040808,0.06761353540245274,0.00263915234825555,0.052878438272049105,0.8107110253480118,0.3560114731024342,0,0
0.28040407004299794,0.397010892629623,0.39686709086109373,-0.15151112403301426,0.03766153616759027,0.0027655856089665734,0.029453836915215324,0.8495599260828482,0.3574962725822685,0,0
0.29040397005160123,0.395470082759857,0.3953553617261067,-0.15053216720081508,0.12086092735859655,0.0026288617973323197,0.09452169954764233,0.8075490678925517,0.3797326468856061,0,0
0.3004039400258023,0.393955290317535,0.3938564671787198,-0.1490939179864128,0.15456806143288304,0.002551959260550724,0.12088308438810688,0.7839193758251,0.38609760096290413,0,0
0.31040412001320483,0.392454594373703,0.3923734613423544,-0.14744077828061464,0.168442779840551,0.0023378769659751996,0.1317341045517176,0.7181387278826282,0.36629595388408187,0,0
0.320404020021698,0.390982687473297,0.3909076393384969,-0.1457250506685135,0.1720636196455887,0.0023062064215139916,0.13456585973256183,0.7084073816287036,0.36410246849101857,0,0
0.3304041000083,0.389528185129166,0.3894589635532667,-0.1439995091537476,0.17313031795348444,0.0022206455386977833,0.13540009394960145,0.6821172565095779,0.354086958973592,0,0
