raw_peak_max_cm-1,fit_center_cm-1,fwhm_cm-1,left_half_width_cm-1,right_half_width_cm-1,asymmetry_ratio_right_over_left,A,sigma,gamma,eta,als_lambda,als_p,als_niter,kmeans_k,segmentation_window_min_cm-1,segmentation_window_max_cm-1
1367.15,1367.3254113078813,12.849999999999909,6.605411307881241,6.244588692118668,0.9453746937254222,1137.1444531281747,4.675150299611432,8.160863426871362,0.6745600710799508,10000000.0,0.01,20,3,1335.0,1395.0
