V_left,label_left,V_right,label_right
0.0884810224628516,DD,0.0894002234455915,CD
0.2272803708565663,CD,0.2281995718393061,DD
0.272321219010818,DD,0.2732404199935579,CD
0.3375844887853461,CD,0.338503689768086,DD
