scan_rate_mV_s,QKPCA1,QKPCA2
5.0,0.5764203483874224,-0.1062516951516849
10.0,0.5741614582621487,-0.09257349534799164
20.0,-0.15990752588090057,0.6386047208132822
30.0,-0.24632067031707455,0.43488541874460285
40.0,-0.38859148609899086,-0.37966259354963766
50.0,-0.3557621243526043,-0.49500235550857113
