Frequency_Hz,Residual_ReZ_data_minus_fit_Ohm,Residual_ImZ_data_minus_fit_Ohm,Residual_ReZ_over_absZ,Residual_ImZ_over_absZ
501.185424804688,-0.12865350518226415,-0.22576850530402603,-0.08613967446193416,-0.15116281148418534
562.33984375,-0.14528457194502575,-0.2101212129530058,-0.1010087831365723,-0.14608631699444777
630.956481933594,-0.15864790091009384,-0.19615504292830438,-0.11402124597280784,-0.14097786526157477
707.944885253906,-0.17123478382404267,-0.1829238891136571,-0.1268859914091132,-0.1355476878252007
794.327941894531,-0.18245767425047466,-0.16937116793098744,-0.13903246652751428,-0.12906056888440115
891.24951171875,-0.19211084554554225,-0.15659028875061282,-0.15007499414722583,-0.12232670467420115
999.998901367188,-0.20051849504365382,-0.145475142035208,-0.1601062837040192,-0.11615628951085452
1122.01672363281,-0.2088100565954789,-0.13433143360678818,-0.17014707694946982,-0.10945881220129727
1258.92407226563,-0.21518923102349863,-0.12482522215379865,-0.17836008741748346,-0.10346167152215491
1412.53405761719,-0.2202897092605023,-0.11514882418751246,-0.18531330507660215,-0.0968661189735317
1584.88989257813,-0.22639465780203172,-0.10612370805280169,-0.193202965146007,-0.09056492439861125
1778.27893066406,-0.2313091286774498,-0.09908811632519152,-0.1997761919346601,-0.08558004890948014
1995.25964355469,-0.23496948621699665,-0.09200011012692466,-0.204991882256799,-0.0802626589791934
2238.71899414063,-0.23942075856174738,-0.08595262387176314,-0.21093128558131846,-0.07572483506137882
2511.8818359375,-0.24304510091115805,-0.07951863164844122,-0.21594905307085766,-0.07065344309181613
2818.38012695313,-0.24651376195563834,-0.07407478350094511,-0.22070333480950827,-0.06631902257405389
3162.27099609375,-0.24896074370085564,-0.06929709370307083,-0.22425775865883882,-0.062421129871362876
3548.12939453125,-0.253508061542584,-0.06376871790013447,-0.23010363937489245,-0.05788144952000656
3981.06640625,-0.25605339200455024,-0.061148711113307455,-0.23360391523812776,-0.05578749891186753
4466.83251953125,-0.2580557298436852,-0.05669988147051008,-0.23649299236785212,-0.05196212711101556
5011.86572265625,-0.260802934989796,-0.05346892044503017,-0.24015122001606223,-0.04923497689287186
5623.4072265625,-0.26187605005309367,-0.051091770104868824,-0.2418403723613125,-0.047182828304669105
6309.57080078125,-0.267139330597844,-0.04687250838590078,-0.2483628233258595,-0.04357796544984416
7079.44873046875,-0.2675532349858494,-0.04383818667759523,-0.24923029962357154,-0.040836001856561284
7943.2734375,-0.26982492252556467,-0.04079182658494296,-0.25222558277271495,-0.03813117830794876
8912.5009765625,-0.2722553842239841,-0.039191236602237695,-0.2553655993767213,-0.036759947480089816
9999.9833984375,-0.2734999088244576,-0.03678568650136391,-0.2571037456655824,-0.03458040562803566
11220.1787109375,-0.27339534204712246,-0.03684274052593936,-0.2571898399297993,-0.03465888799527632
12589.24609375,-0.27700287331684725,-0.03493001936151401,-0.2616854586203338,-0.032998495744047576
14125.369140625,-0.27870220136539325,-0.03261419873202053,-0.26391136231755247,-0.030883349955956624
15848.921875,-0.2792820163275238,-0.030591810159986885,-0.26477773833641804,-0.029003050079240308
17782.765625,-0.2813448006846213,-0.028516351651607867,-0.26740916600523545,-0.027103873233529068
19952.607421875,-0.2825404270360432,-0.027135432771479423,-0.26898131180810847,-0.025833203339861027
22387.177734375,-0.28433206776632547,-0.026092328439002745,-0.2712622466912401,-0.024892948900812943
25118.794921875,-0.2843308998285037,-0.02398589204620586,-0.27136105207619593,-0.02289176767129544
28183.77734375,-0.28704939905114313,-0.022397906373782903,-0.27474999702501024,-0.021438207952725562
31622.779296875,-0.28923796093951437,-0.020974269269764017,-0.2774906299646738,-0.020122404313079194
35481.33984375,-0.28912895228411806,-0.019629510504928383,-0.27740323496678126,-0.01883342941571148
39810.6875,-0.2908058157307418,-0.018683411400004332,-0.27948981595635425,-0.017956391967274023
44668.28125,-0.2931113750630212,-0.018748218730326345,-0.28234458218229236,-0.018059544713807458
50118.66015625,-0.29354126270838443,-0.016618932250475872,-0.28285075559779693,-0.016013685779315924
56234.09375,-0.2946063900072675,-0.014876039050578237,-0.2841130478598354,-0.014346181678671169
63095.70703125,-0.29433625075587977,-0.015157699330587658,-0.28371192286105873,-0.014610568736222513
70794.484375,-0.2952680616348413,-0.012360896566354751,-0.2847129101236046,-0.011919023051995607
79432.78125,-0.29654105073476256,-0.011122541085988036,-0.2861047233783461,-0.010731099565426392
89125.0546875,-0.29604990472038417,-0.011266991097240775,-0.28527620448160573,-0.010856968385734396
99999.921875,-0.29893263092475353,-0.00885182324764823,-0.28848869221126167,-0.008542563267514541
112201.7421875,-0.29854955363654234,-0.010118227038636893,-0.2876528233587823,-0.009748922882639422
125892.4609375,-0.2978460961805034,-0.007834193546199658,-0.28619649122583857,-0.007527776033524584
141253.6875,-0.2982509100377271,-0.0067492796852035575,-0.2859945845014213,-0.0064719247260955825
158489.21875,-0.29953368117635293,-0.005684002319175763,-0.2866801832911062,-0.005440092146862791
177827.84375,-0.2991679482782321,-0.0050882669057289165,-0.28513231085950447,-0.004849547919321646
