z_Q1,z_alpha1,surrogate_SSE
0.6801085045759173,0.7524086102020224,1268.9184478323884
0.6810023593245207,0.7524086102020224,1251.1685019100044
0.6818962140731241,0.7524086102020224,1233.562410581782
0.6827900688217273,0.7524086102020224,1216.1001738477232
0.6836839235703307,0.7524086102020224,1198.7817917078235
0.6845777783189341,0.7524086102020224,1181.6072641620854
0.6854716330675374,0.7524086102020224,1164.5765912105085
0.6863654878161408,0.7524086102020224,1147.689772853093
0.6872593425647441,0.7524086102020224,1130.946809089841
0.6881531973133475,0.7524086102020224,1114.3476999207483
0.6890470520619508,0.7524086102020224,1097.8924453458171
0.6899409068105542,0.7524086102020224,1081.5810453650472
0.6908347615591576,0.7524086102020224,1065.4134999784387
0.6917286163077608,0.7524086102020224,1049.3898091859937
0.6926224710563642,0.7524086102020224,1033.5099729877081
0.6935163258049676,0.7524086102020224,1017.7739913835837
0.694410180553571,0.7524086102020224,1002.1818643736209
0.6953040353021743,0.7524086102020224,986.7335919578194
0.6961978900507777,0.7524086102020224,971.4291741361792
0.697091744799381,0.7524086102020224,956.2686109087023
0.6979855995479843,0.7524086102020224,941.2519022753852
0.6988794542965877,0.7524086102020224,926.3790482362292
0.6997733090451911,0.7524086102020224,911.6500487912348
0.7006671637937945,0.7524086102020224,897.0649039404017
0.7015610185423977,0.7524086102020224,882.6236136837317
0.7024548732910011,0.7524086102020224,868.3261780212215
0.7033487280396045,0.7524086102020224,854.1725969528724
0.7042425827882078,0.7524086102020224,840.1628704786849
0.7051364375368112,0.7524086102020224,826.2969985986588
0.7060302922854145,0.7524086102020224,812.5749813127958
0.7069241470340178,0.7524086102020224,798.9968186210925
0.7078180017826212,0.7524086102020224,785.5625105235505
0.7087118565312246,0.7524086102020224,772.2720570201699
0.709605711279828,0.7524086102020224,759.1254581109507
0.7104995660284312,0.7524086102020224,746.1227137958947
0.7113934207770346,0.7524086102020224,733.2638240749982
0.712287275525638,0.7524086102020224,720.5487889482632
0.7131811302742413,0.7524086102020224,707.9776084156897
0.7140749850228447,0.7524086102020224,695.5502824772775
0.714968839771448,0.7524086102020224,683.2668111330282
0.7158626945200514,0.7524086102020224,671.1271943829388
0.7167565492686547,0.7524086102020224,659.1314322270109
0.7176504040172581,0.7524086102020224,647.2795246652444
0.7185442587658615,0.7524086102020224,635.571471697639
0.7194381135144647,0.7524086102020224,624.0072733241967
0.7203319682630681,0.7524086102020224,612.5869295449144
0.7212258230116715,0.7524086102020224,601.3104403597933
0.7221196777602749,0.7524086102020224,590.1778057688337
0.7230135325088782,0.7524086102020224,579.1890257720355
0.7239073872574815,0.7524086102020224,568.3441003694
0.7248012420060849,0.7524086102020224,557.6430295609246
0.7256950967546882,0.7524086102020224,547.0858133466106
0.7265889515032916,0.7524086102020224,536.6724517264579
0.727482806251895,0.7524086102020224,526.4029447004667
0.7283766610004982,0.7524086102020224,516.2772922686381
0.7292705157491016,0.7524086102020224,506.2954944309697
0.730164370497705,0.7524086102020224,496.45755118746257
0.7310582252463084,0.7524086102020224,486.763462538117
0.7319520799949117,0.7524086102020224,477.21322848293266
0.732845934743515,0.7524086102020224,467.806849021911
0.7337397894921184,0.7524086102020224,458.54432415504954
0.7346336442407218,0.7524086102020224,449.42565388234937
0.7355274989893251,0.7524086102020224,440.45083820381075
0.7364213537379285,0.7524086102020224,431.61987711943345
0.7373152084865318,0.7524086102020224,422.93277062921874
0.7382090632351351,0.7524086102020224,414.3895187331642
0.7391029179837385,0.7524086102020224,405.99012143127106
0.7399967727323419,0.7524086102020224,397.7345787235394
0.7408906274809453,0.7524086102020224,389.6228906099691
0.7417844822295485,0.7524086102020224,381.65505709056123
0.7426783369781519,0.7524086102020224,373.83107816531367
0.7435721917267553,0.7524086102020224,366.1509538342276
0.7444660464753586,0.7524086102020224,358.61468409730287
0.745359901223962,0.7524086102020224,351.2222689545396
0.7462537559725653,0.7524086102020224,343.9737084059385
0.7471476107211686,0.7524086102020224,336.869002451498
0.748041465469772,0.7524086102020224,329.9081510912188
0.7489353202183754,0.7524086102020224,323.0911543251011
0.7498291749669788,0.7524086102020224,316.4180121531448
0.7507230297155821,0.7524086102020224,309.88872457534984
0.7516168844641854,0.7524086102020224,303.503291591717
0.7525107392127888,0.7524086102020224,297.2617132022449
0.7534045939613921,0.7524086102020224,291.1639894069341
0.7542984487099955,0.7524086102020224,285.2101202057848
0.7551923034585989,0.7524086102020224,279.4001055987968
0.7560861582072022,0.7524086102020224,273.73394558597096
0.7569800129558055,0.7524086102020224,268.21164016730575
0.7578738677044089,0.7524086102020224,262.833189342802
0.7587677224530123,0.7524086102020224,257.59859311245964
0.7596615772016156,0.7524086102020224,252.50785147627863
0.7605554319502189,0.7524086102020224,247.56096443425963
0.7614492866988223,0.7524086102020224,242.75793198640145
0.7623431414474257,0.7524086102020224,238.09875413270464
0.763236996196029,0.7524086102020224,233.58343087316922
0.7641308509446324,0.7524086102020224,229.21196220779524
0.7650247056932358,0.7524086102020224,224.98434813658264
0.765918560441839,0.7524086102020224,220.90058865953193
0.7668124151904424,0.7524086102020224,216.9606837766421
0.7677062699390458,0.7524086102020224,213.16463348791368
0.7686001246876492,0.7524086102020224,209.51243779334666
0.7694939794362525,0.7524086102020224,206.00409669294103
0.7703878341848558,0.7524086102020224,202.6396101866972
0.7712816889334592,0.7524086102020224,199.41897827461435
0.7721755436820625,0.7524086102020224,196.34220095669292
0.7730693984306659,0.7524086102020224,193.40927823293288
0.7739632531792693,0.7524086102020224,190.62021010333424
0.7748571079278725,0.7524086102020224,187.97499656789734
0.7757509626764759,0.7524086102020224,185.47363762662144
0.7766448174250793,0.7524086102020224,183.11613327950698
0.7775386721736827,0.7524086102020224,180.90248352655394
0.778432526922286,0.7524086102020224,178.83268836776227
0.7793263816708893,0.7524086102020224,176.90674780313222
0.7802202364194927,0.7524086102020224,175.12466183266332
0.781114091168096,0.7524086102020224,173.48643045635583
0.7820079459166994,0.7524086102020224,171.99205367420976
0.7829018006653028,0.7524086102020224,170.64153148622506
0.7837956554139061,0.7524086102020224,169.43486389240192
0.7846895101625094,0.7524086102020224,168.37205089274002
0.7855833649111128,0.7524086102020224,167.4530924872395
0.7864772196597162,0.7524086102020224,166.6779886759004
0.7873710744083195,0.7524086102020224,166.0467394587227
0.7882649291569228,0.7524086102020224,165.55934483570644
0.7891587839055262,0.7524086102020224,165.2158048068515
0.7900526386541296,0.7524086102020224,165.016119372158
0.7909464934027329,0.7524086102020224,164.96028853162585
0.7918403481513363,0.7524086102020224,165.04831228525512
0.7927342028999396,0.7524086102020224,165.28019063304575
0.7936280576485429,0.7524086102020224,165.65592357499781
0.7945219123971463,0.7524086102020224,166.17551111111123
0.7954157671457497,0.7524086102020224,166.8389532413861
0.7963096218943531,0.7524086102020224,167.64624996582234
0.7972034766429563,0.7524086102020224,168.59740128441985
0.7980973313915597,0.7524086102020224,169.6924071971789
0.7989911861401631,0.7524086102020224,170.93126770409933
0.7998850408887664,0.7524086102020224,172.31398280518118
0.8007788956373698,0.7524086102020224,173.8405525004244
0.8016727503859731,0.7524086102020224,175.5109767898288
0.8025666051345764,0.7524086102020224,177.3252556733948
0.8034604598831798,0.7524086102020224,179.2833891511222
0.8043543146317832,0.7524086102020224,181.385377223011
0.8052481693803866,0.7524086102020224,183.6312198890612
0.8061420241289898,0.7524086102020224,186.02091714927255
0.8070358788775932,0.7524086102020224,188.5544690036455
0.8079297336261966,0.7524086102020224,191.2318754521799
0.8088235883748,0.7524086102020224,194.05313649487567
0.8097174431234033,0.7524086102020224,197.01825213173288
0.8106112978720066,0.7524086102020224,200.1272223627511
