Potential_E_V,b_raw,b_smooth,fit_R2
0.05447058610147789,-0.376145703372033,-0.2568693059737035,0.10300614503353889
0.05538978708421772,-0.14638989091528576,-0.1550048000368699,0.030858835878310065
0.056308988066957555,-0.008520051834911134,-0.06253386068528918,0.00016770332816362643
0.057228189049697384,0.0774685944970239,0.02102650814988516,0.018211282460749545
0.05814739003243722,0.13681310432940266,0.09615930253749938,0.0679014789037109
0.05906659101517705,0.19707534465230966,0.1633475185464,0.1614386787789579
0.05998579199791688,0.24123468067626402,0.22307415224543348,0.25620793991543966
0.060904992980656714,0.2855963211851437,0.27582219970344624,0.3672805369552262
0.06182419396339654,0.3221212521724843,0.3220746569892845,0.4652140759464555
0.06274339494613637,0.3513786546264242,0.3623145201717948,0.5464276964777854
0.06366259592887621,0.37751514658903557,0.39702478531982355,0.617406614733511
0.06458179691161603,0.40180629631974113,0.4266884485022173,0.6776711435552082
0.06550099789435587,0.42436673996560353,0.45178850578782215,0.7242517051187425
0.06642019887709572,0.44630853385514346,0.47280795324548475,0.7701025875414204
0.06733939985983553,0.4705081245646371,0.4902297869440515,0.8076793730032645
0.06825860084257537,0.48552128137924455,0.5045370029523515,0.8342949540712518
0.06917780182531519,0.5003202012589725,0.5118229563565955,0.8560259986490899
0.07009700280805503,0.5147779948498385,0.5226034896007138,0.8770386151515315
0.07101620379079487,0.5259770842702757,0.5346154855276987,0.8896180932456195
0.07193540477353469,0.5423087586374732,0.5464144391459408,0.9079198489271167
0.07285460575627453,0.5554132719127531,0.5572453031751238,0.9192492472939818
0.07377380673901437,0.5659321175502766,0.5677577737824995,0.9277570221881103
0.07469300772175419,0.5748555575097536,0.5775582313452511,0.9352310064411159
0.07561220870449403,0.5833041151379802,0.5870536917187456,0.9425015152036247
0.07653140968723385,0.5935624324743175,0.5961371721031107,0.949788042332512
0.07745061066997369,0.6054713727247072,0.6045762188514648,0.9559198024964078
0.07836981165271353,0.6122937201085046,0.6124423702878106,0.9599259892402086
0.07928901263545335,0.6187207163552282,0.6198160828635556,0.9637822930146557
0.08020821361819319,0.62603768693985,0.62675788429419,0.9674603332840248
0.081127414600933,0.6323201650300425,0.6333521549677673,0.9703939107952546
0.08204661558367285,0.6394826575334447,0.6397947366526754,0.9735178092626746
0.08296581656641269,0.6460954048413207,0.6457792361841734,0.9754512873398821
0.08388501754915251,0.651466194465671,0.6514612144293688,0.9779828714757334
0.08480421853189235,0.6551079125882131,0.6567936335129502,0.9803682048311702
0.08572341951463217,0.6599254249284197,0.6616335264188061,0.9822747255862694
0.08664262049737201,0.6666387211815972,0.6663318381112285,0.9841641659222233
0.08756182148011185,0.6709645917746058,0.6707842297318063,0.9851546519594048
0.08848102246285167,0.6756132206411781,0.6750735715176517,0.9868133524192307
0.08940022344559151,0.6785622489676059,0.679122741589244,0.9877819914450928
0.09031942442833132,0.6816715069935468,0.6827867290646494,0.9890193139490602
0.09123862541107117,0.6866759555505715,0.6862389854638654,0.9901042584569969
0.09215782639381101,0.6904472529395299,0.6896893847661583,0.9905686490095076
0.09307702737655082,0.693419327288873,0.6929789199162938,0.991085387476731
0.09399622835929067,0.6957514625511186,0.696091442889331,0.992018871088061
0.09491542934203051,0.6979924705575556,0.6989938073104428,0.9927090203081292
0.09583463032477033,0.7016163349562577,0.7017502793228303,0.9931625216609001
0.09675383130751017,0.7049394260272411,0.7043808574601934,0.9938416265249577
0.09767303229024998,0.7057733758186538,0.7070153239556511,0.994502290790028
0.09859223327298983,0.7081894653990525,0.7095412657171813,0.9945498087169864
0.09951143425572967,0.711263202685794,0.7116850725757145,0.9950456388297313
