domain,PC1,PC2,explained_variance_ratio_PC1,explained_variance_ratio_PC2
TEM,-1.3349321703534736,-1.1922780107103808,0.5181694320600377,0.2743094891269808
Raman,-0.11283974909339341,2.192128885847179,0.5181694320600377,0.2743094891269808
XPS,-0.6421248126908319,-0.12710495954677428,0.5181694320600377,0.2743094891269808
CV,-0.5962096841415312,-0.10079273120801005,0.5181694320600377,0.2743094891269808
GCD,3.1130695299139677,-0.5128645884986197,0.5181694320600377,0.2743094891269808
EIS,-0.4269631136347371,-0.2590885958833949,0.5181694320600377,0.2743094891269808
