descriptor_axis,PC1,PC2
descriptor_1,0.6722099292258895,-0.22422238268789482
descriptor_2,0.02417547877673787,0.8771193400964835
descriptor_3,0.6651764143292037,-0.012187640805674249
descriptor_4,-0.3241754079139609,-0.4245438113340775
